Female,67,Black,11th,Divorced,31,0,1,0,0,Q2,0
Female,66,Other,9th,Married,23,0,0,0,0,Q2,0
Female,74,Black,College,Widowed,38,0,1,0,0,Q3,0
Male,56,Other,Graduate,Married,21,1,0,0,0,Q3,0
Male,66,White,HighSchool,Divorced,23,1,0,0,0,Q2,0
Female,53,Black,College,Married,38,0,0,0,0,Q1,1
Female,71,Other,HighSchool,Married,22,0,1,0,0,Q4,0
Male,62,Other,9th,Married,30,0,0,0,0,Q3,0
Male,20,White,HighSchool,Never,24,1,0,0,0,Q2,0
Male,45,Hispanic,Graduate,Never,22,1,0,0,0,Q2,0
Female,60,Mexican,9th,Married,36,0,0,0,0,Q1,0
Female,60,White,College,Divorced,23,0,0,0,0,Q1,0
Male,70,Other,Graduate,Married,25,0,0,0,0,Q3,0
Male,41,Black,11th,Never,26,0,1,0,0,Q3,0
Male,56,Hispanic,11th,Widowed,28,0,0,0,0,Q3,1
Male,53,Hispanic,9th,Married,34,1,1,0,0,Q3,0
Male,28,Hispanic,College,Never,34,0,0,0,0,Q4,0
Male,73,Black,Graduate,Widowed,34,0,0,0,0,Q3,1
Female,75,White,College,Widowed,25,0,0,0,0,Q3,0
Male,71,Hispanic,HighSchool,Married,33,0,0,0,0,Q2,1
Female,26,Black,College,Never,29,0,0,0,0,Q3,0
Male,63,White,Graduate,Married,29,0,0,0,0,Q1,0
Male,62,White,College,Married,34,1,0,0,0,Q3,0
Female,55,White,9th,Married,29,1,1,0,0,Q1,1
Male,59,Other,Graduate,Married,29,0,0,0,0,Q3,1
Female,53,Mexican,9th,Never,39,1,0,0,0,Q1,0
Male,44,Other,College,Married,29,1,1,0,0,Q4,0
Male,39,White,HighSchool,Parther,25,0,0,0,0,Q4,0
Female,36,Hispanic,11th,Divorced,28,0,1,0,0,Q3,1
Male,60,Hispanic,Graduate,Married,33,0,0,0,0,Q1,1
Male,52,Hispanic,9th,Never,25,0,1,0,0,Q3,0
Female,31,Black,HighSchool,Never,21,0,0,0,0,Q3,0
Female,47,Other,HighSchool,Married,33,0,0,0,0,Q1,0
Male,30,Hispanic,9th,Never,25,0,0,0,0,Q1,0
Female,26,Black,College,Never,23,1,0,0,0,Q3,0
Female,66,White,Graduate,Divorced,38,0,0,0,0,Q1,1
Female,37,White,Graduate,Never,24,0,0,0,0,Q3,0
Male,72,White,HighSchool,Widowed,31,1,0,0,0,Q1,0
Female,49,White,Graduate,Married,31,0,0,0,0,Q2,0
Female,59,Black,HighSchool,Divorced,30,0,0,0,0,Q1,0
Male,58,Hispanic,Graduate,Married,25,0,0,0,0,Q4,0
Male,46,Other,Graduate,Married,26,0,0,0,0,Q2,0
Male,24,Other,College,Never,29,0,0,0,0,Q3,0
Male,66,White,Graduate,Married,30,0,0,0,0,Q3,1
Female,42,Mexican,9th,Separated,41,1,0,0,0,Q3,0
Female,43,Black,Graduate,Married,29,0,0,0,0,Q2,0
Female,35,Other,College,Never,28,1,0,0,0,Q3,0
Female,63,Black,HighSchool,Widowed,27,0,1,0,0,Q3,0
Female,47,Hispanic,College,Married,28,1,0,0,0,Q4,0
Male,72,White,11th,Widowed,30,0,0,0,0,Q3,0
Female,68,Other,HighSchool,Married,21,1,0,0,0,Q1,0
Female,38,Black,Graduate,Married,32,0,0,0,0,Q3,0
Male,69,Black,College,Married,31,0,0,0,0,Q3,1
Male,60,Hispanic,9th,Married,25,0,0,0,0,Q4,1
Male,62,Other,College,Married,26,0,0,0,0,Q2,0
Female,49,White,11th,Married,36,0,1,0,0,Q2,1
Female,32,Other,HighSchool,Never,38,0,1,0,0,Q4,0
Female,50,White,College,Married,31,0,0,0,0,Q1,0
Male,46,Other,Graduate,Married,23,0,0,0,0,Q3,0
Female,43,Hispanic,Graduate,Married,21,0,0,0,0,Q4,0
Female,27,White,HighSchool,Never,24,1,0,0,0,Q1,0
Female,45,Mexican,11th,Parther,41,0,0,0,0,Q4,0
Male,62,Black,HighSchool,Divorced,29,1,1,0,0,Q4,0
Female,40,White,Graduate,Married,22,0,0,0,0,Q3,0
Female,73,Black,HighSchool,Separated,27,0,0,0,0,Q1,0
Female,75,White,HighSchool,Married,31,1,0,0,0,Q1,0
Male,69,White,College,Never,36,0,0,0,0,Q1,0
Male,66,Black,College,Married,43,1,0,0,0,Q4,0
Male,50,Mexican,HighSchool,Married,31,0,0,0,0,Q2,0
Male,21,White,HighSchool,Never,22,0,0,0,0,Q2,0
Male,68,Black,11th,Married,35,0,0,0,0,Q1,0
Female,56,Mexican,11th,Divorced,21,1,1,0,0,Q1,0
Male,34,Black,11th,Never,25,0,1,0,0,Q4,0
Male,63,White,HighSchool,Married,24,0,0,0,0,Q4,0
Female,58,Black,HighSchool,Divorced,24,0,0,0,0,Q1,0
Female,30,Black,College,Never,42,1,0,0,0,Q4,0
Male,66,White,College,Divorced,26,0,0,0,0,Q1,1
Female,36,White,College,Widowed,20,1,0,0,0,Q3,0
Male,26,Other,Graduate,Never,24,1,0,0,0,Q3,0
Female,56,Mexican,HighSchool,Married,43,0,0,0,0,Q1,0
Male,55,Black,College,Married,28,0,0,0,0,Q4,0
Male,40,White,Graduate,Married,33,1,0,0,0,Q4,0
Male,47,Mexican,9th,Married,30,0,1,0,0,Q3,1
Female,24,Mexican,11th,Married,27,0,0,0,0,Q2,0
Male,61,White,College,Married,32,1,0,0,0,Q2,1
Female,41,Black,HighSchool,Parther,26,0,0,0,0,Q4,0
Female,40,Other,Graduate,Married,25,0,0,0,0,Q2,0
Male,33,White,HighSchool,Never,24,1,0,0,0,Q4,0
Male,29,Hispanic,Graduate,Never,24,0,0,0,0,Q2,0
Female,62,Other,Graduate,Married,20,0,0,0,0,Q2,0
Male,51,White,HighSchool,Married,30,0,0,0,0,Q4,0
Female,68,White,College,Divorced,25,1,0,0,0,Q1,1
Male,30,Other,HighSchool,Never,36,1,0,0,0,Q2,0
Female,54,White,11th,Married,24,0,1,0,0,Q2,0
Female,36,White,Graduate,Married,27,0,1,0,0,Q3,0
Male,25,Other,11th,Married,33,0,1,0,0,Q4,0
Male,31,White,College,Parther,32,0,0,0,0,Q3,0
Male,50,White,HighSchool,Married,24,0,0,0,0,Q4,0
Male,42,Other,Graduate,Married,26,0,0,0,0,Q3,0
Female,53,White,Graduate,Married,33,0,0,0,0,Q2,0
Male,66,Black,11th,Never,23,0,1,0,0,Q2,0
Male,22,White,HighSchool,Married,21,0,0,0,0,Q1,0
Female,52,Other,Graduate,Married,25,0,0,0,0,Q2,0
Male,31,Hispanic,HighSchool,Married,34,1,0,0,0,Q4,0
Female,61,Black,College,Never,26,0,0,0,0,Q2,0
Male,59,Black,9th,Married,42,1,0,0,0,Q2,1
Male,49,Other,Graduate,Married,30,0,0,0,0,Q2,0
Female,29,Hispanic,Graduate,Married,22,1,0,0,0,Q3,0
Male,39,Black,Graduate,Married,37,0,0,0,0,Q1,0
Male,35,White,College,Married,29,0,0,0,0,Q4,0
Male,57,White,Graduate,Divorced,28,0,0,0,0,Q3,0
Female,55,White,HighSchool,Divorced,27,0,0,0,0,Q3,0
Male,56,Other,HighSchool,Married,21,0,0,0,0,Q1,0
Female,52,Other,Graduate,Separated,27,1,0,0,0,Q2,1
Female,56,White,Graduate,Divorced,20,0,1,0,0,Q4,0
Female,31,White,College,Married,31,0,0,0,0,Q3,0
Female,62,Hispanic,College,Married,26,0,1,0,0,Q1,0
Female,34,Mexican,9th,Married,39,0,1,0,0,Q4,0
Male,37,White,Graduate,Married,20,0,0,0,0,Q3,0
Female,62,White,Graduate,Married,38,0,0,0,0,Q4,0
Female,22,White,HighSchool,Never,21,0,0,0,0,Q4,0
Male,23,Black,College,Never,26,0,0,0,0,Q3,0
Female,25,Other,Graduate,Never,29,0,0,0,0,Q3,0
Female,44,Mexican,9th,Parther,34,1,0,0,0,Q2,0
Male,69,White,Graduate,Married,25,0,0,0,0,Q4,0
Female,24,Other,College,Parther,23,0,0,0,0,Q4,0
Male,55,White,College,Never,22,0,0,0,0,Q2,0
Female,31,White,11th,Divorced,26,1,1,0,0,Q1,0
Male,72,Other,9th,Married,20,0,0,0,0,Q4,0
Female,63,Black,HighSchool,Widowed,26,0,0,0,0,Q4,0
Female,38,Hispanic,Graduate,Divorced,22,1,0,0,0,Q3,0
Female,46,White,Graduate,Parther,24,1,0,0,0,Q4,0
Male,44,White,11th,Parther,28,1,0,0,0,Q1,0
Male,66,Black,11th,Widowed,26,0,1,0,0,Q2,0
Female,55,Hispanic,HighSchool,Married,29,0,0,0,0,Q4,0
Male,59,White,Graduate,Divorced,26,0,0,0,0,Q2,1
Male,26,Other,11th,Never,33,0,0,0,0,Q2,0
Female,60,Hispanic,College,Married,23,0,1,0,0,Q1,0
Male,24,Other,11th,Never,23,0,0,0,0,Q4,0
Male,64,Other,Graduate,Separated,21,0,0,0,0,Q1,1
Female,32,Hispanic,11th,Married,21,1,0,0,0,Q4,0
Male,62,Hispanic,9th,Widowed,26,1,1,0,0,Q2,1
Female,53,White,HighSchool,Divorced,27,1,0,0,0,Q3,0
Male,48,Mexican,HighSchool,Separated,30,0,0,0,0,Q3,1
Female,60,Other,11th,Widowed,32,1,0,0,0,Q2,0
Female,55,Mexican,11th,Never,31,0,1,0,0,Q1,0
Male,36,Mexican,11th,Married,33,0,1,0,0,Q1,1
Female,69,Black,HighSchool,Widowed,27,0,0,0,0,Q3,0
Male,45,Mexican,11th,Married,35,0,0,0,0,Q4,0
Male,68,White,College,Married,27,0,0,0,0,Q2,0
Male,62,White,HighSchool,Married,31,0,0,0,0,Q1,1
Male,70,Hispanic,11th,Divorced,35,1,0,0,0,Q4,1
Male,31,White,College,Parther,21,0,0,0,0,Q1,0
Female,69,Other,College,Married,22,1,0,0,0,Q3,0
Female,60,Other,HighSchool,Married,28,0,0,0,0,Q1,1
Male,52,Mexican,9th,Parther,27,0,0,0,0,Q1,0
Male,37,White,HighSchool,Married,34,0,0,0,0,Q2,1
Female,62,White,HighSchool,Divorced,35,1,1,0,0,Q4,0
Female,23,Black,College,Never,31,0,0,0,0,Q2,0
Male,63,Mexican,9th,Married,26,0,0,0,0,Q3,0
Female,27,Mexican,College,Never,26,0,0,0,0,Q4,0
Female,59,White,HighSchool,Divorced,23,0,0,0,0,Q1,1
Female,58,White,College,Married,24,0,0,0,0,Q2,0
Female,49,Black,9th,Married,26,0,1,0,0,Q4,0
Male,30,Hispanic,9th,Parther,25,0,0,0,0,Q3,0
Male,53,Hispanic,11th,Never,27,0,0,0,0,Q4,0
Female,27,Black,College,Never,26,1,0,0,0,Q4,0
Male,26,Mexican,College,Never,22,1,0,0,0,Q4,0
Female,60,Hispanic,Graduate,Divorced,28,1,1,0,0,Q1,0
Female,37,Hispanic,College,Never,26,0,0,0,0,Q1,0
Female,49,Black,Graduate,Divorced,24,0,0,0,0,Q1,0
Female,71,Other,College,Married,24,0,0,0,0,Q4,1
